sample,welch_t
1475,-4.53229
1476,-4.57127
1477,-3.35563
1478,-5.37601
1479,-5.11814
1480,-5.2701
1481,-5.38267
1482,-5.07931
1483,-4.38326
1484,0.841312
1485,-2.6993
1486,-2.79396
1487,-3.87205
1488,-5.31863
1489,-2.34106
1490,-1.72538
1491,-3.64473
1492,-4.13251
1493,-3.72032
1494,-6.45803
1495,-4.94968
1496,-3.33386
1497,-4.19082
1498,-5.93717
1499,-6.01615
1500,-0.568224
1501,-4.87968
1502,-5.28072
1503,-3.0733
1504,-1.56508
1505,-5.25138
1506,-5.01869
1507,-14.5164
1508,-9.27851
1509,-13.254
1510,-12.5359
1511,-8.46035
1512,-9.6367
1513,-12.6378
1514,-11.2284
1515,-7.38474
1516,-7.32358
1517,-10.7833
1518,-8.06664
1519,-9.18248
1520,-11.2964
1521,-9.13254
1522,-8.88981
1523,-9.34536
1524,-9.69776
1525,-9.32418
1526,-9.86504
1527,-8.69262
1528,-9.88136
1529,-9.30416
1530,-11.5643
1531,-9.22966
1532,-10.719
1533,-10.5366
1534,-9.40069
1535,-10.4143
1536,-10.8597
1537,-10.0268
1538,-10.0042
1539,-8.4825
1540,-10.2977
1541,-8.69317
1542,-9.54023
1543,-11.8391
1544,-11.1161
1545,-9.14605
1546,-7.61381
1547,-7.15526
1548,-11.3536
1549,-12.1151
1550,-9.95927
1551,-9.08245
1552,-9.27988
1553,-10.7602
